X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,Y
167.0,23.0,-0.3,0.07,-0.8,-19.0,10.0,0.03,0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0001,0.0,0.0,0.0,-0.0006,1
363.0,29.0,0.23,0.01,-0.8,-19.0,20.0,0.039,-0.7,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,1
333.0,44.0,0.67,0.24,0.5,-17.0,-10.0,-0.009,-0.2,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,1
292.0,47.0,0.64,0.25,0.8,-17.0,-12.0,-0.009,-0.7,-0.0013,-0.0012,-0.0012,-0.0011,-0.0002,0.0,-0.0002,0.0,-0.0011,1
143.0,52.0,0.23,0.2,1.5,-17.0,-11.0,-0.028,0.1,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,1
-150.0,51.0,0.01,0.16,1.8,-16.0,-6.0,-0.003,0.0,-0.0011,-0.001,-0.001,-0.001,-0.0002,0.0,0.0,0.0,-0.001,1
-329.0,44.0,-0.12,0.21,1.7,-16.0,-12.0,-0.008,0.4,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,1
-307.0,7.0,-0.07,0.1,0.7,-17.0,3.0,0.007,-0.1,-0.001,-0.0009,-0.0009,-0.0009,-0.0002,0.0,0.0,0.0,-0.0009,1
-77.0,-6.0,-0.07,0.06,0.5,-18.0,8.0,-0.001,-0.1,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,1
-65.0,-7.0,-0.09,0.15,0.4,-18.0,-7.0,-0.003,0.9,-0.0009,-0.001,-0.001,-0.0011,0.0001,0.0,0.0001,0.0,-0.0011,1
-94.0,-10.0,0.23,0.14,0.5,-17.0,-2.0,0.013,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,1
-110.0,-12.0,0.26,0.22,0.8,-17.0,-5.0,-0.015,-1.2,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,1
-192.0,-21.0,-0.28,0.14,0.8,-17.0,-2.0,-0.016,-0.1,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,1
-195.0,-23.0,-0.35,-0.02,0.5,-17.0,3.0,0.006,2.2,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,1
-181.0,-24.0,-0.34,-0.02,0.5,-18.0,8.0,0.006,2.4,-0.001,-0.001,-0.001,-0.001,-0.0001,0.0,0.0,0.0,-0.001,1
33.0,-28.0,0.16,0.1,0.1,-18.0,5.0,0.012,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,1
70.0,-27.0,0.22,0.13,0.2,-18.0,4.0,-0.003,-0.5,-0.0013,-0.0011,-0.0011,-0.0011,-0.0003,0.0,-0.0002,0.0,-0.0011,1
41.0,-25.0,-0.21,0.16,0.3,-18.0,-3.0,-0.021,-0.2,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,1
37.0,-25.0,-0.25,0.15,0.2,-18.0,-3.0,-0.02,-0.1,-0.0014,-0.0014,-0.0014,-0.0014,-0.0001,0.0,0.0,0.0,-0.0014,1
33.0,-25.0,-0.28,0.15,0.2,-18.0,-3.0,-0.02,0.0,-0.0013,-0.0014,-0.0014,-0.0014,0.0001,0.0,-0.0001,0.0,-0.0014,1
-157.0,-27.0,-0.33,0.24,-0.7,-19.0,-10.0,0.002,-0.2,-0.001,-0.0011,-0.0011,-0.0011,0.0001,0.0,0.0,0.0,-0.0011,1
-225.0,-30.0,-0.24,0.12,-1.0,-19.0,-1.0,0.012,1.7,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,1
-207.0,-35.0,0.08,0.13,-1.1,-19.0,3.0,0.026,0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,1
-80.0,-40.0,0.56,0.08,-0.5,-18.0,7.0,0.021,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,-0.0002,0.0,0.0,0.0,-0.0007,1
-24.0,-41.0,0.55,0.18,0.4,-18.0,-3.0,-0.02,-1.5,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,1
-64.0,-42.0,0.16,0.18,0.9,-17.0,-6.0,-0.035,-0.5,-0.0016,-0.0016,-0.0016,-0.0016,0.0,0.0,0.0,0.0,-0.0016,1
-44.0,-46.0,-0.8,0.12,-0.3,-18.0,3.0,-0.024,0.0,-0.001,-0.0012,-0.0012,-0.0016,0.0002,0.0,0.0003,0.0,-0.0016,1
-39.0,-46.0,-0.8,0.15,-0.5,-18.0,2.0,-0.003,-0.2,-0.0009,-0.001,-0.001,-0.0012,0.0001,0.0,0.0002,0.0,-0.0012,1
-27.0,-46.0,-0.64,0.16,-1.1,-19.0,0.0,0.023,-0.5,-0.0007,-0.0008,-0.0008,-0.0008,0.0001,0.0,0.0,0.0,-0.0008,1
213.0,-43.0,0.36,0.05,-1.5,-19.0,12.0,0.038,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0
277.0,-38.0,0.64,0.43,-0.8,-19.0,-14.0,0.004,-5.4,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,1
163.0,-36.0,0.65,0.16,-0.5,-18.0,-18.0,-0.002,2.2,-0.0012,-0.001,-0.001,-0.001,-0.0003,0.0,0.0,0.0,-0.001,0
109.0,-35.0,0.59,0.37,0.0,-18.0,-9.0,-0.022,-1.4,-0.0014,-0.0014,-0.0014,-0.0013,0.0,0.0,-0.0002,0.0,-0.0013,0
-114.0,-35.0,0.24,0.25,0.5,-17.0,-14.0,-0.031,1.2,-0.0011,-0.0015,-0.0015,-0.0015,0.0004,0.0,0.0,0.0,-0.0015,1
-231.0,-37.0,0.23,0.23,0.7,-17.0,-17.0,0.016,0.6,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0
-286.0,-39.0,0.29,0.23,0.8,-17.0,-13.0,0.014,0.7,-0.001,-0.0009,-0.0009,-0.0007,-0.0003,0.0,-0.0002,0.0,-0.0007,0
-310.0,-40.0,0.3,0.27,0.8,-17.0,-13.0,0.006,-0.2,-0.0013,-0.001,-0.001,-0.0009,-0.0003,0.0,-0.0003,0.0,-0.0009,0
-417.0,-43.0,0.22,0.34,1.0,-17.0,-24.0,-0.023,-1.3,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,0
-583.0,-50.0,0.04,0.21,1.1,-17.0,-17.0,-0.026,1.8,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,1
-637.0,-65.0,-0.19,0.08,0.9,-17.0,11.0,-0.011,-0.2,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,1
-545.0,-77.0,-0.14,0.02,0.7,-17.0,12.0,0.012,0.7,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,1
5.0,-88.0,0.2,-0.27,0.8,-17.0,44.0,0.018,-0.4,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,1
545.0,-80.0,0.36,0.09,1.2,-17.0,13.0,0.004,-3.9,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,1
628.0,-66.0,0.39,0.2,1.8,-16.0,-9.0,0.0,-2.1,-0.0013,-0.0011,-0.0011,-0.0009,-0.0003,0.0,-0.0003,0.0,-0.0009,1
349.0,-46.0,-0.54,0.23,1.7,-16.0,-14.0,-0.041,-0.2,-0.0017,-0.0017,-0.0017,-0.0017,0.0,0.0,0.0,0.0,-0.0017,0
66.0,-40.0,-0.92,0.29,0.4,-18.0,-23.0,-0.012,1.1,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,1
-73.0,-40.0,-0.92,-0.2,-0.6,-18.0,4.0,0.011,7.4,-0.0009,-0.001,-0.001,-0.001,0.0001,0.0,0.0,0.0,-0.001,1
44.0,-40.0,-0.81,0.02,-1.1,-19.0,22.0,0.027,-1.0,-0.0007,-0.0007,-0.0007,-0.0008,0.0,0.0,0.0001,0.0,-0.0008,1
429.0,-31.0,0.03,0.02,-2.1,-20.0,16.0,0.036,0.1,-0.0007,-0.0007,-0.0007,-0.0005,-0.0002,0.0,-0.0002,0.0,-0.0005,1
561.0,-22.0,0.18,0.11,-1.9,-20.0,9.0,0.006,-1.1,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,1
612.0,-12.0,0.23,0.27,-1.7,-20.0,-5.0,0.003,-2.8,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,1
289.0,15.0,0.16,0.26,-0.9,-19.0,-13.0,-0.01,0.1,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,0
42.0,20.0,0.09,0.29,-0.8,-19.0,-18.0,-0.002,0.6,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,0
-232.0,18.0,0.15,0.34,-0.6,-19.0,-24.0,0.007,0.5,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,1
-360.0,11.0,0.28,0.04,-0.4,-18.0,11.0,0.012,2.6,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,1
-280.0,-11.0,0.21,0.14,0.9,-17.0,1.0,-0.014,-0.3,-0.0013,-0.0012,-0.0012,-0.0012,-0.0002,0.0,0.0,0.0,-0.0012,1
-147.0,-27.0,-0.44,0.09,0.4,-18.0,4.0,-0.013,0.0,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,1
-114.0,-29.0,-0.49,0.13,-0.2,-18.0,0.0,0.008,-0.7,-0.0009,-0.001,-0.001,-0.001,0.0001,0.0,0.0,0.0,-0.001,1
197.0,-26.0,0.56,0.09,-0.2,-18.0,6.0,0.017,-0.2,-0.0008,-0.0007,-0.0007,-0.0007,-0.0002,0.0,0.0,0.0,-0.0007,1
241.0,-21.0,0.6,0.11,0.7,-17.0,1.0,-0.003,0.2,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,0
-128.0,-16.0,0.23,0.32,1.9,-16.0,-23.0,-0.02,-0.5,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,1
-172.0,-16.0,0.19,0.31,1.9,-16.0,-23.0,-0.02,-0.2,-0.0012,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,0
-354.0,-21.0,-0.06,0.27,2.0,-16.0,-16.0,-0.029,-0.2,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,1
-522.0,-48.0,-0.66,0.15,0.7,-17.0,-3.0,-0.013,0.0,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,1
-525.0,-55.0,-0.71,-0.13,0.1,-18.0,4.0,0.003,3.1,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,1
-457.0,-58.0,-0.69,-0.21,-0.3,-18.0,25.0,0.004,4.8,-0.0009,-0.0009,-0.0009,-0.0011,0.0001,0.0,0.0001,0.0,-0.0011,1
-274.0,-63.0,-0.56,0.06,-0.8,-19.0,13.0,0.02,-2.3,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,1
-189.0,-65.0,-0.43,-0.12,-1.1,-19.0,17.0,0.024,1.8,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0001,0.0,-0.0007,1
-98.0,-66.0,-0.32,-0.12,-1.2,-19.0,26.0,0.027,1.6,-0.0006,-0.0006,-0.0006,-0.0007,0.0001,0.0,0.0,0.0,-0.0007,1
5.0,-66.0,-0.19,0.02,-1.3,-19.0,23.0,0.032,-2.0,-0.0004,-0.0004,-0.0004,-0.0006,0.0,0.0,0.0002,0.0,-0.0006,1
102.0,-62.0,-0.42,-0.14,-0.4,-12.0,16.0,0.002,-0.2,-0.0019,-0.0019,-0.0019,-0.0019,0.0,0.0,0.0,0.0,-0.0019,0
290.0,-57.0,-0.31,-0.05,-0.9,-13.0,10.0,0.015,-0.4,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,0
675.0,-24.0,0.29,0.01,-0.9,-13.0,7.0,0.011,-0.3,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,0
723.0,-13.0,0.38,0.26,-0.6,-12.0,-1.0,0.008,-1.9,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,0
654.0,0.0,0.45,0.26,-0.1,-12.0,-11.0,0.005,-0.7,-0.0018,-0.0015,-0.0015,-0.0014,-0.0004,0.0,-0.0002,0.0,-0.0014,0
-99.0,24.0,-0.26,0.33,0.5,-12.0,-20.0,-0.013,-0.1,-0.0021,-0.0021,-0.0021,-0.0021,0.0,0.0,0.0,0.0,-0.0021,0
-92.0,9.0,-0.06,0.05,-0.7,-13.0,4.0,0.008,-0.3,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,0
-75.0,7.0,0.02,0.18,-0.7,-13.0,-4.0,0.004,-1.0,-0.0015,-0.0015,-0.0015,-0.0015,0.0,0.0,0.0,0.0,-0.0015,0
-139.0,5.0,0.08,0.23,-0.7,-13.0,-9.0,0.006,-0.7,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,0
-244.0,1.0,0.13,0.13,-0.6,-12.0,-5.0,0.002,0.3,-0.0015,-0.0015,-0.0015,-0.0015,0.0,0.0,0.0,0.0,-0.0015,0
-251.0,-21.0,-0.24,0.16,0.7,-11.0,-9.0,-0.008,-0.2,-0.0016,-0.0016,-0.0016,-0.0016,0.0,0.0,0.0,0.0,-0.0016,0
-347.0,-31.0,-0.38,0.14,0.1,-12.0,-4.0,-0.008,-0.4,-0.0017,-0.0017,-0.0017,-0.0017,0.0,0.0,0.0,0.0,-0.0017,0
-327.0,-40.0,-0.45,-0.12,-0.6,-13.0,13.0,-0.004,1.0,-0.0016,-0.0016,-0.0016,-0.0016,0.0,0.0,0.0,0.0,-0.0016,0
323.0,-41.0,0.03,-0.08,-1.7,-14.0,14.0,0.011,-0.2,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,0
512.0,-31.0,0.22,-0.08,-1.5,-13.0,14.0,0.014,-0.1,-0.0011,-0.001,-0.001,-0.001,-0.0002,0.0,0.0,0.0,-0.001,0
611.0,-17.0,0.36,0.25,-1.1,-13.0,-8.0,0.008,-2.0,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,0
-103.0,5.0,0.21,0.32,0.3,-12.0,-22.0,-0.007,-0.1,-0.0013,-0.0014,-0.0014,-0.0014,0.0001,0.0,0.0,0.0,-0.0014,0
-302.0,2.0,0.2,0.18,0.5,-12.0,-17.0,0.002,1.3,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,0
-410.0,-4.0,0.21,0.17,0.7,-11.0,-13.0,-0.002,0.5,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,0
-501.0,-14.0,0.12,-0.09,0.9,-11.0,1.0,-0.014,2.3,-0.0015,-0.0015,-0.0015,-0.0015,0.0,0.0,0.0,0.0,-0.0015,0
-221.0,-34.0,-0.32,-0.06,0.5,-11.0,9.0,-0.013,0.1,-0.0016,-0.0016,-0.0016,-0.0016,0.0,0.0,0.0,0.0,-0.0016,0
-165.0,-36.0,-0.38,0.02,0.3,-12.0,9.0,-0.009,-0.4,-0.0014,-0.0014,-0.0014,-0.0015,0.0,0.0,0.0001,0.0,-0.0015,0
31.0,-40.0,-0.36,0.05,-1.3,-13.0,4.0,0.003,-0.2,-0.0011,-0.0013,-0.0013,-0.0013,0.0002,0.0,0.0,0.0,-0.0013,0
46.0,-39.0,-0.34,0.04,-1.5,-13.0,4.0,0.009,-0.1,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0001,0.0,-0.0011,0
250.0,-29.0,0.27,0.06,-1.6,-14.0,3.0,0.013,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0
262.0,-27.0,0.32,0.06,-1.5,-13.0,3.0,0.012,-0.2,-0.0011,-0.0009,-0.0009,-0.0009,-0.0003,0.0,-0.0001,0.0,-0.0009,0
-121.0,-7.0,-0.05,0.15,-0.2,-12.0,-8.0,-0.001,-0.2,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,0
-124.0,-12.0,-0.04,0.07,-0.3,-12.0,5.0,0.0,-0.9,-0.0012,-0.0011,-0.0011,-0.0011,-0.0002,0.0,0.0,0.0,-0.0011,0
-93.0,-18.0,-0.21,0.08,-0.7,-13.0,-1.0,-0.005,-0.1,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,0
-93.0,-18.0,-0.22,0.08,-0.8,-13.0,-1.0,-0.005,-0.1,-0.0012,-0.0013,-0.0013,-0.0013,0.0001,0.0,0.0,0.0,-0.0013,0
-161.0,-23.0,-0.03,0.13,-1.1,-13.0,-5.0,0.011,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0
-15.0,-29.0,0.39,0.03,-0.4,-12.0,5.0,0.009,-0.3,-0.0009,-0.0008,-0.0008,-0.0008,-0.0002,0.0,0.0,0.0,-0.0008,0
-21.0,-27.0,-0.03,0.09,1.4,-11.0,-4.0,-0.012,-0.2,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,0
-17.0,-28.0,-0.26,0.04,1.1,-11.0,1.0,-0.009,-0.1,-0.0011,-0.0012,-0.0012,-0.0012,0.0001,0.0,0.0,0.0,-0.0012,0
37.0,-25.0,-0.21,0.08,-0.9,-13.0,-2.0,0.003,-0.1,-0.001,-0.001,-0.001,-0.001,0.0001,0.0,0.0,0.0,-0.001,0
216.0,-19.0,0.26,0.02,-0.8,-13.0,5.0,0.012,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0
195.0,-8.0,0.33,0.12,0.2,-12.0,-5.0,-0.002,-0.3,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,0
-111.0,-4.0,0.24,0.19,1.1,-11.0,-14.0,-0.005,-0.2,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,0
-171.0,-25.0,-0.44,0.06,0.4,-12.0,0.0,-0.008,-0.1,-0.001,-0.0012,-0.0012,-0.0012,0.0002,0.0,0.0,0.0,-0.0012,0
43.0,-29.0,-0.24,-0.01,-0.9,-13.0,8.0,0.008,-0.2,-0.0007,-0.0008,-0.0008,-0.0009,0.0001,0.0,0.0001,0.0,-0.0009,0
207.0,-17.0,0.43,0.06,-0.4,-12.0,1.0,0.01,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,-0.0002,0.0,0.0,0.0,-0.0007,0
-237.0,-12.0,-0.36,0.13,0.5,-11.0,-8.0,-0.008,-0.1,-0.0012,-0.0011,-0.0011,-0.0011,-0.0002,0.0,0.0,0.0,-0.0011,0
-273.0,-18.0,-0.48,0.0,-0.1,-12.0,7.0,-0.008,0.7,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,0
-242.0,-21.0,-0.51,0.05,-0.4,-12.0,3.0,-0.003,-0.8,-0.0009,-0.001,-0.001,-0.0011,0.0001,0.0,0.0001,0.0,-0.0011,0
-219.0,-23.0,-0.47,-0.11,-0.7,-13.0,5.0,0.012,1.1,-0.0007,-0.0008,-0.0008,-0.0008,0.0001,0.0,0.0,0.0,-0.0008,0
281.0,-21.0,0.15,-0.06,-1.3,-13.0,13.0,0.015,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0
347.0,-5.0,0.42,0.09,-0.5,-12.0,-3.0,0.007,-0.4,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0
166.0,8.0,0.51,0.15,0.8,-11.0,-10.0,0.001,-0.3,-0.0009,-0.0007,-0.0007,-0.0007,-0.0002,0.0,0.0,0.0,-0.0007,0
-190.0,9.0,0.32,0.24,1.8,-10.0,-19.0,-0.012,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0
-418.0,-9.0,-0.18,0.07,2.0,-10.0,-5.0,-0.019,0.3,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,1
-179.0,-22.0,-0.5,-0.12,1.3,-11.0,17.0,-0.012,-0.7,-0.0009,-0.001,-0.001,-0.0011,0.0001,0.0,0.0001,0.0,-0.0011,1
347.0,-19.0,-0.25,-0.19,0.3,-12.0,23.0,0.015,0.0,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0
561.0,-11.0,-0.12,0.04,0.1,-12.0,15.0,0.011,-2.9,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0
656.0,4.0,0.01,0.02,0.0,-12.0,4.0,0.007,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0
684.0,13.0,0.06,0.21,0.1,-12.0,1.0,0.006,-2.0,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0
-494.0,26.0,0.12,0.41,0.6,-11.0,-38.0,-0.005,0.1,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,1
-240.0,-17.0,0.09,-0.24,0.9,-11.0,28.0,0.0,0.2,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,1
220.0,-18.0,0.21,-0.21,1.1,-11.0,25.0,0.009,0.2,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0
460.0,-10.0,0.3,0.19,1.5,-11.0,5.0,0.006,-4.9,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0
436.0,-4.0,0.34,0.09,1.7,-10.0,-4.0,0.004,-0.2,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0
180.0,6.0,0.22,0.34,2.2,-10.0,-36.0,-0.019,-0.5,-0.0011,-0.001,-0.001,-0.001,-0.0002,0.0,0.0,0.0,-0.001,0
-249.0,5.0,-0.15,0.29,2.3,-10.0,-25.0,-0.024,-0.6,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,0
-377.0,-11.0,-0.56,0.02,1.5,-11.0,5.0,-0.016,-1.1,-0.001,-0.0011,-0.0011,-0.0011,0.0001,0.0,0.0,0.0,-0.0011,1
-303.0,-16.0,-0.6,-0.16,0.9,-11.0,15.0,0.003,2.0,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,1
74.0,-21.0,-0.51,-0.13,-0.3,-12.0,20.0,0.006,-0.3,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0
321.0,-14.0,-0.39,-0.04,-1.1,-13.0,7.0,0.007,0.5,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0
337.0,-13.0,-0.38,-0.04,-1.2,-13.0,8.0,0.007,0.6,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0
370.0,-3.0,-0.11,0.06,-1.6,-13.0,1.0,0.02,0.7,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0
-184.0,9.0,0.21,0.24,-1.0,-13.0,-18.0,0.0,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0
-288.0,6.0,0.21,0.16,-0.9,-13.0,-18.0,0.001,0.5,-0.0007,-0.0008,-0.0008,-0.0008,0.0001,0.0,0.0001,0.0,-0.0008,0
-287.0,-12.0,0.51,0.05,0.4,-12.0,3.0,0.002,-0.3,-0.0008,-0.0008,-0.0008,-0.0007,-0.0002,0.0,-0.0002,0.0,-0.0007,1
-242.0,-16.0,0.47,-0.12,0.8,-11.0,12.0,-0.006,1.9,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,1
184.0,-17.0,-0.32,-0.03,1.3,-11.0,7.0,-0.014,-0.1,-0.0009,-0.001,-0.001,-0.001,0.0001,0.0,0.0,0.0,-0.001,1
457.0,1.0,-0.36,-0.03,0.2,-12.0,9.0,0.001,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0
336.0,23.0,-0.25,0.17,-0.8,-13.0,-11.0,0.002,-0.5,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0
-519.0,17.0,0.1,0.23,-0.9,-13.0,-18.0,-0.001,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,1
-583.0,-4.0,0.25,0.06,-0.6,-13.0,2.0,0.009,-1.0,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,1
-439.0,-18.0,0.41,-0.09,-0.1,-12.0,18.0,0.01,-0.3,-0.0008,-0.0007,-0.0007,-0.0006,-0.0002,0.0,-0.0002,0.0,-0.0006,1
93.0,-32.0,-0.39,-0.03,0.3,-12.0,8.0,-0.015,0.0,-0.0009,-0.0011,-0.0011,-0.0011,0.0001,0.0,0.0,0.0,-0.0011,1
360.0,-25.0,-0.2,-0.08,-0.5,-12.0,13.0,0.014,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,1
488.0,-16.0,-0.04,0.12,-0.7,-13.0,3.0,0.013,-2.3,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0
31.0,3.0,0.33,0.23,0.0,-12.0,-20.0,0.008,0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0
-427.0,-5.0,0.26,0.26,0.7,-11.0,-23.0,-0.008,0.0,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,1
-167.0,-42.0,0.23,-0.07,1.8,-10.0,11.0,0.005,-0.2,-0.0008,-0.0006,-0.0006,-0.0006,-0.0003,0.0,0.0,0.0,-0.0006,1
-116.0,-50.0,-0.31,0.05,1.7,-10.0,-1.0,-0.014,-0.1,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,1
69.0,-52.0,-0.6,-0.07,0.8,-11.0,15.0,-0.015,-1.0,-0.001,-0.001,-0.001,-0.001,0.0001,0.0,0.0,0.0,-0.001,1
